x	y	clickSelects	xmin	xmax	ymin	ymax
0.75	10	logFC=0.75 -log10(p)=10	0.625	0.875	7.5	12.5
-4.5	0	logFC=-4.5 -log10(p)=0	-4.625	-4.375	-2.5	2.5
-1.25	20	logFC=-1.25 -log10(p)=20	-1.375	-1.125	17.5	22.5
-1	10	logFC=-1 -log10(p)=10	-1.125	-0.875	7.5	12.5
-4.75	5	logFC=-4.75 -log10(p)=5	-4.875	-4.625	2.5	7.5
1.75	5	logFC=1.75 -log10(p)=5	1.625	1.875	2.5	7.5
-3.5	5	logFC=-3.5 -log10(p)=5	-3.625	-3.375	2.5	7.5
2.5	5	logFC=2.5 -log10(p)=5	2.375	2.625	2.5	7.5
3.25	5	logFC=3.25 -log10(p)=5	3.125	3.375	2.5	7.5
2.75	5	logFC=2.75 -log10(p)=5	2.625	2.875	2.5	7.5
5.25	5	logFC=5.25 -log10(p)=5	5.125	5.375	2.5	7.5
-1.5	15	logFC=-1.5 -log10(p)=15	-1.625	-1.375	12.5	17.5
1.25	15	logFC=1.25 -log10(p)=15	1.125	1.375	12.5	17.5
0.5	10	logFC=0.5 -log10(p)=10	0.375	0.625	7.5	12.5
3	5	logFC=3 -log10(p)=5	2.875	3.125	2.5	7.5
-1	15	logFC=-1 -log10(p)=15	-1.125	-0.875	12.5	17.5
-2.5	5	logFC=-2.5 -log10(p)=5	-2.625	-2.375	2.5	7.5
5	5	logFC=5 -log10(p)=5	4.875	5.125	2.5	7.5
3.5	5	logFC=3.5 -log10(p)=5	3.375	3.625	2.5	7.5
-1.25	10	logFC=-1.25 -log10(p)=10	-1.375	-1.125	7.5	12.5
-0.5	10	logFC=-0.5 -log10(p)=10	-0.625	-0.375	7.5	12.5
-1.25	15	logFC=-1.25 -log10(p)=15	-1.375	-1.125	12.5	17.5
0.75	15	logFC=0.75 -log10(p)=15	0.625	0.875	12.5	17.5
1.25	20	logFC=1.25 -log10(p)=20	1.125	1.375	17.5	22.5
1.5	10	logFC=1.5 -log10(p)=10	1.375	1.625	7.5	12.5
1.75	15	logFC=1.75 -log10(p)=15	1.625	1.875	12.5	17.5
-1.75	20	logFC=-1.75 -log10(p)=20	-1.875	-1.625	17.5	22.5
-2.25	20	logFC=-2.25 -log10(p)=20	-2.375	-2.125	17.5	22.5
-1.5	10	logFC=-1.5 -log10(p)=10	-1.625	-1.375	7.5	12.5
1.5	20	logFC=1.5 -log10(p)=20	1.375	1.625	17.5	22.5
-1.5	25	logFC=-1.5 -log10(p)=25	-1.625	-1.375	22.5	27.5
-1.5	20	logFC=-1.5 -log10(p)=20	-1.625	-1.375	17.5	22.5
